"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DLDFE7TZ","book","2020","朱存明主编.","方花与翼兽: 汉画像的奇幻世界","","978-7-5039-7003-0","","","","","2020","2025-04-21 02:00:25","2025-04-21 02:00:25","","","","","","","","方花与翼兽","","","","","文化藝術出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1248998992","","","","","","朱存明","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUZKBWF6","book","2018","罗振玉撰.; 罗振玉, author","古镜图录","","978-7-5054-4289-4","","","","""古镜图录"", 罗振玉撰集.据一九一六年上虞罗氏影印本影印.全书分三卷附补遗, 卷首有罗振玉""古镜图录序"", 卷末附""古镜图录补遗"".卷上上启汉之元兴, 下迄明之洪武, 得三十余品, 其无年月者可据此参证而得其时代与其变化之迹;中卷以后则选文字刻镂精好者.共收铜镜拓片百余幅, 所收铜镜亦不止罗氏一家, 还有徐乃昌等收藏家的收藏","2018","2025-04-21 02:00:27","2025-04-21 02:00:27","","","","","","","","","","","","","朝华出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1090985527","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKRYVG83","book","2018","Xie, Wuliang","Fu nü xiu yang tan","","978-7-5054-4333-4","","","","","2018","2025-04-21 02:00:28","2025-04-21 02:00:28","","","7","","","","","","Qing mo Min chu wen xian cong kan","","","","Zhao hua chu ban she","Bei jing shi","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CIE7D5E","book","2019","(日)西加奈子著;柏芳媛译.; 西加奈子 (女); 柏芳媛","告别吧!","","978-7-5057-4331-1","","","","Ben shu jiang shu:diao ren hai wai de fu qin,Dai zhe feng qing wan zhong de mu qin he ge xing guai yi de jie jie gui zi yi tong qian wang diao ren di yi lang.Zhei qi jian nei,Bu chu sheng le.Shang xiao xue shi,Bu gen sui jia ren yi ju ai ji,Ren shi le yu yan bu tong de yi guo zhi you ya ge bu.Yi ge wu yi yi de ci""sha la ba"",Cheng wei liang ge ren zhi jian de shen mi an hao.Er yi feng gu ren de xin jian,Rang yuan ben xing fu de jia ting zhi li po sui.Fu mu tu ran li hun,Bu gen zhe ma ma he jie jie hui dao ri ben.Hen duo nian hou,Bu qu tan xun yuan ben suo tao bi de yi qie,Cai le jie bei yin zang de zhen xiang,Yi ji""sha la ba""suo dai biao de zhen zheng yi yi","2019","2025-04-21 02:00:29","2025-04-21 02:00:29","","","","","","","","","","","","","中国友谊出版公司","Beijing","chi","","","","","Open WorldCat","","OCLC: 1178847838","","","","","","","","","柏芳媛","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR9ZP8LF","book","2019","(英)彼得·布鲁克著;王翀译.; 布鲁克 Brook, Peter 1925-.; 王翀","空的空间 = The empty space","","978-7-5057-4825-5","","","","本书是彼得·布鲁克谈戏剧的理论经典,写于1968年.作者在僵死的戏剧,神圣的戏剧,粗俗的戏剧和当下的戏剧四篇檄文中,分享了他具有开放性的舞台空间概念,充满原创力的戏剧观,同时旁征博引20世纪重要的表演艺术大师们的戏剧理念与创作,以佐证他的戏剧观","2019","2025-04-21 02:00:31","2025-04-21 02:00:31","","","","","","","","","","","","","中国友谊出版公司","Beijing","chi","","","","","Open WorldCat","","OCLC: 1178827454","","","","","","","","","王翀","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT4RC49V","book","2023","[韩] 闵智炯 著 ; 黃莞婷 译.; 민 지형, 1986- author","她厌男, 她是我女友","","978-7-5057-5596-3","","","","","2023","2025-04-21 02:00:32","2025-04-21 02:00:32","","","","","","","","","","","","","中国友谊出版公司","Beijing","chi","","","","","Open WorldCat","","OCLC: 1399531683","","","","","","","","黃莞婷","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RAUFWZ88","book","2010","黄昱宁著.; 黄昱宁, 1975-","一个人的城堡","","978-7-5060-3677-1","","","","","2010","2025-04-21 02:01:00","2025-04-21 02:01:00","","","","","","","","","","","","","東方出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 657028993","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LESMS2HA","book","2012","Zhu, Da ke","Shen hua","","978-7-5060-5278-8","","","","","2012","2025-04-21 02:01:01","2025-04-21 02:01:01","","","","","","","","","Zhu Da ke shou wang shu xi","","","","Dong fang chu ban she","Bei jing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NS3XEZDL","book","2017","卢隐著.; 卢隐, author","幽明录","","978-7-5060-9475-7","","","","","2017","2025-04-21 02:01:02","2025-04-21 02:01:02","","","","","","","","","","","","","东方出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1004239284","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57LWL4YY","book","2014","万夏著.; 万夏, author","丧 = Funeral","","978-7-5063-1850-1","","","","","2014","2025-04-21 02:01:14","2025-04-21 02:01:14","","","","","","","","","","","","","作家出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1437275708","","","","","","","","","","","","","","","","","","","","","","","","","Di 2 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTDGZ8SS","book","2012","Mo Yan","Hui chang ge de qiang","","978-7-5063-6675-5 978-7-5063-6694-6","","","","","2012","2025-04-21 02:01:15","2025-04-21 02:01:15","","","","","","","","","Mo yan wen ji","","","","zuo jia chu ban she","Bei jing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGUSPFGJ","book","2013","Su, Tong","Huang que ji","","978-7-5063-6991-6","","","","","2013","2025-04-21 02:01:16","2025-04-21 02:01:16","","","","","","","","","","","","","zuo jia chu ban she","Bei jing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJ4KWIMR","book","2015","[日]太宰治 ; 杨伟译.; 太宰治, 1909-1948, author; 太宰治","人间失格","","978-7-5063-8026-3","","","","Details the life of a troubled young man from a well-off family from Japan's far north who is incapable of revealing his true self to others","2015","2025-04-21 02:01:17","2025-04-21 02:01:17","","","","","","","","","","","","","作家出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1005142153","","","","","","","","杨伟","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRGI4BBG","book","2016","作者邹静之.; 邹静之, author","邹静之戲劇集: 增补本","","978-7-5063-8633-3","","","","","2016","2025-04-21 02:01:29","2025-04-21 02:01:29","","","","","","","","邹静之戲劇集","","","","","作家出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 982958205","","","","","","","","","","","","","","","","","","","","","","","","","Zeng bu ben, di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCEYIN9L","book","2018","康赫著.; 康赫, author","一个南方的生活样本","","978-7-5063-9522-9","","","","","2018","2025-04-21 02:01:41","2025-04-21 02:01:41","","","","","","","","","","","","","作家出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1089925527","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97H7JSLG","book","2018","Dezso, Kosztolanyi|Wei, (Translator) Wang","Esti Kornel","","978-7-5063-9667-7","","","","","2018","2025-04-21 02:01:53","2025-04-21 02:01:53","","","","","","","","","","","","","The Writers Publishing House","","eng","","","","","Open WorldCat","","OCLC: 1132391776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6WT2VVK","book","2018","(葡)若泽·萨拉马戈(José Saramago)著 ; 符辰希译.; (葡) 萨拉马戈, (Saramango, Jose de Sousa, 1922-2010); 符辰希.","死亡间歇 As intermitencias da morte","","978-7-5063-9781-0","","","","","2018","2025-04-21 02:02:04","2025-04-21 02:02:04","","","","","","","","","","","","","作家出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1266078640","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKTKBI2A","book","2018","(葡)若泽·萨拉马戈(Jose Saramago)著;黄茜译.; 萨拉马戈 Saramango, Jose de Sousa 1922-2010; 黄茜","石筏 = A jangada de pedra","","978-7-5063-9782-7","","","","Yin wei mou zhong shen mi de,Chao zi ran de yuan yin, fa xi bian jing de bi li niu si shan mai si kai yi dao lie feng, jiang yi bi li ya ban dao he ou zhou duan li kai lai.Zi nei yi hou, ban dao xiang yi zhi tuo le mao de ju da shi fa, yi wu fan gu di shi xiang kai kuo de hai yu.Zheng ge xi fang shi jie bei pu bian de kong huang long zhao, ke xue jia wu fa dui qi yi de xian xiang zuo chu jie shi, zheng ke men xun zhao zhe di yuan zheng zhi de xin luo ji, er yi bi li ya ban dao shang de ju min jing kong di wang guo wai huo nei lu chu tao.Zai zhei chang you ban dao""tuo ou""yin fa de hun luan zhong, san ge nan ren,Liang ge nü ren he yi zhi gou bei ming yun dai dao le yi qi, ta men jiang gong tong mu du shi jie jin tou de qi guan, ye jiang jing li kui fa,You qing he bei pan, ai qing,Si wang he xin sheng","2018","2025-04-21 02:02:16","2025-04-21 02:02:16","","","","","","","","","","","","","作家出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1097638180","","","","","","","","","黄茜","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2QNXW4K","book","2015","于晓丹著.; 于晓丹, author","内衣课","","978-7-5086-5612-0","","","","","2015","2025-04-21 02:02:28","2025-04-21 02:02:28","","","","","","","","","","","","","中信出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 949769065","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJX8T8WM","book","2018","小白著.; 小白, 1969- author","租界","","978-7-5086-7183-3","","","","","2018","2025-04-21 02:02:40","2025-04-21 02:02:40","","","","","","","","","","","","","中信出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1053840512","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J42M5S2D","book","2021","(法)苏菲·卡尔著;孔潜译; 卡尔 (Calle, Sophie); 孔潜","痛","","978-7-5086-7220-5","","","","苏菲·卡尔获得一笔奖学金,到日本进修三个月,与恋人M约定在新德里会面,最终却等来分手的消息.为了尽快从失恋的打击中恢复,她不断向朋友和陌生人诉说她的爱情悲剧,也聆听对方讲述他们的痛苦.苏菲不停地用照片和文字,记录她从巴黎乘火车穿越西伯利亚到中国,辗转到达日本的旅途经历.然后写下那些听到的令人心碎的故事,以求治愈自己的痛苦","2021","2025-04-21 02:02:52","2025-04-21 02:02:52","","","","","","","","","","","","","中信出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1343592575","","","","","","","","","孔潜","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZDB9AI9","book","2017","Sheng, Wenqiang","Hai dao qi tan","","978-7-5086-7798-9","","","","","2017","2025-04-21 02:03:03","2025-04-21 02:03:03","","","344","","","","","","","","","","Zhong xin chu ban ji tuan gu fen you xian gong si","Bei jing","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5CPYDYK","book","2018","(日)宮下规久朗著 ; 王健波译; 宮下規久朗, 1963- 文字作者; 王健波","美术的诱惑","","978-7-5086-8588-5","","","","Ben shu shi yi ben yi shu lei tong shi tu shu. Mei shu bu guang shi yi zhong you ya de xing qu, Ta hai yu zheng ge she hui, Wen hua you zhe hen shen de guan xi, Ta ti xian zhe zheng zhi, Jing ji, Sheng lao bing si, Cheng zai zhe ren lei de yu wang he li xiang. Ri ben zhi ming mei shu shi xue jia gong xia gui jiu lang, Chang shi jiang zhei yang de mei shu de mei li, Yi zhu ti de fang shi jie shao ji du zhe, Xi wang ben shu neng zeng jia du zhe jian shang hui hua de le qu","2018","2025-04-21 02:03:15","2025-04-21 02:03:15","","","","","","","","","","","","","中信出版集团股份有限公司","Bei jing shi","chi","","","","","Open WorldCat","","OCLC: 1102833054","","","","","","","","","宮下規久朗, 1963- 文字作者; 王健波","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFN3KUHT","book","2021","(日)荒木经惟著;金晶译.; 荒木经惟.; 金晶","我的爱猫奇洛","","978-7-5086-8914-2","","","","","2021","2025-04-21 02:03:27","2025-04-21 02:03:27","","","","","","","","","","","","","中信出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1336583942","","","","","","","","","金晶","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJZMBLZZ","book","2018","(莫桑比克)米亚·科托著;闵雪飞译.; 科托 Couto, Mia 1955-.; 闵雪飞","梦游之地","","978-7-5086-9079-7","","","","Ben shu jiang shu le:1980 nian dai,Mo sang bi ke shen xian nei zhan.Shen wei zhan zheng yi min,Yi wei lao ren he yi ge nan hai jiang yi liang shao hui de ba shi dang zuo qi ju zhi suo.Ta men fa xian le yi gu cheng ke liu xia de ri ji ben,Qi zhong ji xu le zi ji yi sheng de gu shi.Nan hai wei lao ren wei wei dao lai,Ri ji ben li de gu shi yu xian shi jiao zhi,Rong he.Zuo zhe you li kong su le zhan zheng yi liu de shen zhong ku nan,Bing yong gao du shi yi,Sheng dong de yu yan,Chuang zao le yi zhong yu xian shi jin mi lian jie de mo huan fen wei","2018","2025-04-21 02:03:38","2025-04-21 02:03:38","","","","","","","","","","","","","中信出版集团股份有限公司","Beijing","chi","","","","","Open WorldCat","","OCLC: 1097967033","","","","","","","","","闵雪飞","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ASB734R","book","2019","Zhou, Kai","Tai","","978-7-5086-9192-3","","","","Ben shu jiang shu:wan qing nian jian de si chuan jia ding(le shan),Fu shang li pu fu jia cai wan guan,Qi qie liu fang,Que wu yi zi si cheng xu xiang huo,Zheng qiao peng jian yi hu sang nong sheng le dui shuang bao tai,Bian bao yang le qi zhong yi ge,Qu ming li shi jing,Er ling yi ge hai zi hou lai bei qu ming wei liu tai qing,Cong ci liang xiong di ji yu xuan shu.Xiao shuo yi liang xiong di de bu tong ming yun wei xian suo,Zai xian le shu zhong bai nian qian de di fang feng qing he min jian ye qu ; 本书讲述:晚清年间的四川嘉定(乐山),富商李普福家财万贯,妻妾六房,却无一子嗣承续香火,正巧碰见一户桑农生了对双胞胎,便抱养了其中一个,取名李世景,而另一个孩子后来被取名为刘太清,从此两兄弟际遇悬殊.小说以两兄弟的不同命运为线索,再现了蜀中百年前的地方风情和民间野趣","2019","2025-04-21 02:03:49","2025-04-21 02:03:49","","","","","","","","","","","","","Zhong xin chu ban ji tuan gu fen you xian gong si","Bei jing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V6RDZZQ8","book","2021","(日)荒木经惟,(日)本尾久子著;木犀译.; 荒木经惟 (1940-); 本尾久子; 木犀","荒木经惟为中国的大全集","","978-7-5086-9281-4","","","","本书是艺术类图书,按照18个小展览的形式,展现日本著名摄影师荒木经惟从开始拍摄至今最具有代表性的摄影作品,是中国及日本市场上关于荒木作品最全的一次收录及展示,并且文字部分全部为中文,能满足国内写真爱好者和日本艺术爱好者的需求.主要篇目包括""摄影 仲夏之日梦遗""""淫秋""""淫春""""天使祭""""花游·花幽""等","2021","2025-04-21 02:03:51","2025-04-21 02:03:51","","","","","","","","","","","","","中信出版集团股份有限公司","Beijing","chi","","","","","Open WorldCat","","OCLC: 1336588174","","","","","","","","","本尾久子; 木犀","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXB2BQQE","book","2023","(美)巴里·迈耶(Barry Meier)著;刘婉婷译.; 迈耶 (Meier, Barry); 刘婉婷","止痛毒丸: 药王家族与致命药瘾 = Pain killer","","978-7-5090-1699-2","","","","本书共十二章,内容包括:药山,止痛大战,丹铎秘史,大桶黄金,毕业生之夜,热点地区,小把戏毒品,紫去皮儿,死亡清点,一场清算,欺诈王国,重温止痛大战","2023","2025-04-21 02:03:52","2025-04-21 02:03:52","","","","","","","","止痛毒丸","","","","","当代世界出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1408521064","","","","","","","","","刘婉婷","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQNT98DM","book","2016","Schafer, Edward H.; wu yu gui","sa ma er han de jin tao","","978-7-5097-8064-0","","","","","2016","2025-04-21 02:03:53","2025-04-21 02:03:53","","","768","","","","","","","","","","","bei jing","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBM53TY6","book","2017","[美]谭凯著 ; 胡耀飞, 谢宇荣译 ; 孙英刚审校.; Tackett, Nicolas","中古中国门阀大族的消亡 = The destruction of the medieval Chinese Aristocracy","","978-7-5097-9971-0","","","","中古中国的门阀大族主导了中国数个世纪, 关于他们在十世纪的完全消失, 长期以来困扰着历史学者.在本书中, 谭凯利用新的数据手段分析了大批量的史料, 解开了他们消失的谜团.他通过所掌握的地理信息系统和社会网络分析手段, 系统地探究了近数十年前出土的数千方碑志, 其中大部分从未被学者研究过.谭凯广泛地采用了摘自墓志, 散文和诗歌中的轶事, 来丰富其论证, 从而将一千年前的男女形象变得鲜活起来.""中古中国门阀大族的消亡""揭示了在七至八世纪的社会, 经济和制度变迁下, 唐代门阀大族比我们之前所认为的更加成功.只有在880年黄巢占领长安后伴随而来的三十年大动乱时期, 他们的政治影响力才因大范围的肉体消灭而崩溃","2017","2025-04-21 02:03:55","2025-04-21 02:03:55","","","","","","","","","","","","","社会科学文献出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 983472242","","","","","","","","胡耀飞; 谢宇荣","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EZIPYYJ","book","2019","(美)保罗·奥斯特著 ; btr译.; Auster, Paul","孤独及其所创造的","","978-7-5108-7482-6","","","","","2019","2025-04-21 02:03:56","2025-04-21 02:03:56","","","","","","","","","","","","","九州出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1141780266","","","","","","","","Ranadive, Bhalchandra Trimbak","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZ6IMSPK","book","2018","朱西甯著.; 朱西甯, 1927- author","旱魃","","978-7-5108-7530-4","","","","長篇小說, 以華北老黃河為背景, 鄉裡鬧旱災, 到處缺水, 唯獨唐家油坊的那口水井源源不絕地湧著清泉. 鄉裡頭傳說, 起旱是因為鄉裡出了旱魃, 只要滅了旱魃, 天就會降甘霖, 偏偏唐家油坊的當家唐重生近日橫死, 於是讓人認定他是旱魃, 鄉民們起鬨要刨了墳, 打旱魃 ..","2018","2025-04-21 02:03:58","2025-04-21 02:03:58","","","","","","","","","","","","","九州出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1091036265","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQ7NRTJY","book","2020","Wei, Si Xiao","Dou shi ren min qun zhong","","978-7-5108-9274-5","","","","Ben shu shi yi bu duan pian xiao shuo ji.Zhei xie xiao shuo wei zuo zhe zi ji shen bian de nong cun fu nü he nong cun nan xing""zuo chuan"" ; 本书是一部短篇小说集.这些小说为作者自己身边的农村妇女和农村男性""做传""","2020","2025-04-21 02:04:09","2025-04-21 02:04:09","","","","","","","","","","","","","Jiu zhou chu ban she","Bei jing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5ESFHXW","book","2020","黄启泰著.; 黄启泰, author","防风林的外边","","978-7-5108-9373-5","","","","""The author wrote 11 novels about his inner feelings, reflecting fragments of gender inversion, conflict of desires, and schizophrenia. By using meta-forms and establishing the story on the border between subjective imagination and objective reality, these works contain an unique atmosphere. Fiction and reality penetrate each other, characters and creators invade each other, everything seems to be in a precarious state. This special collection of short stories is also a text on the verge of endangerment.""-- Tsai Fong website","2020","2025-04-21 02:04:20","2025-04-21 02:04:20","","","","","","","","","","","","","九州出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1235436700","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQW77VVB","book","2017","(美) 马克弟 著 ; 朱新伟 译.; Driscoll, Mark; 朱新伟.","绝对欲望, 绝对奇异: 日本帝国主义的生生死死,1895-1945 = Absolute erotic, Absolute grotesque : the living dead, and undead in Japan's imperialism, 1895-1945","","978-7-5117-3184-5","","","","","2017","2025-04-21 02:04:32","2025-04-21 02:04:32","","","","","","","","绝对欲望, 绝对奇异","","","","","中央编译出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1021100781","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8M4LSBW","book","2023","(日)上野千鹤子, (日)信田小夜子著 ; 吕灵芝译.; 上野千鹤子, 1948- author; 信田小夜子","身为女性的选择","","978-7-5125-1495-9","","","","","2023","2025-04-21 02:04:44","2025-04-21 02:04:44","","","","","","","","","","","","","国际文化出版公司","Beijing","chi","","","","","Open WorldCat","","OCLC: 1377671498","","","","","","","","吕灵芝","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JX5NC5C3","book","2020","(日)山白朝子著 ; 徐嘉悦译.; (日) 山白朝子.; 徐嘉悦.","我的赛克洛斯","","978-7-5133-4101-1","","","","本书为山白朝子江户怪谈的续作,一共收录了9篇短篇小说。这一次,小说的主人公除了和泉蜡庵和他的仆从耳彦以外,还多了曾在第一本出场的少女--轮。他们三人依旧一次次地奔走在寻访温泉胜地的旅途中,一次次地迷路、走散,一次次地经历各种诡异之事。轮遇到了特别会打铁、不怕高温的独眼巨人""大太郎""；耳彦在海边捡了一个翡翠戒指戴在手上,结果摘不下来,差点被拖入大海；三人路过了一个奇怪的村庄,地面有很多奇形怪状的遗骸......每一次的奇遇,都直指人们心中深不可测的地方","2020","2025-04-21 02:04:45","2025-04-21 02:04:45","","","","","","","","","","","","","新星出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1453877780","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYAS6VQI","book","2021","[德] 娜塔莎 · 沃丁 著 ; 祁沁雯 译 = Sie kam aus Mariupol / Natascha Wodin; Wodin, Natascha","她来自马里乌波尔","","978-7-5133-4298-8","","","","娜塔莎·沃丁十岁的某天，母亲出门，再也没有回来，后来才得知母亲自沉雷格尼茨河，没能留下只言片语；父亲则酗酒，终日埋首俄语书籍。在那之后，作者才意识到自己对她一无所知，唯一知道的是她来自马里乌波尔，1943年作为强制劳工被驱离乌克兰，前往德国。凭借少得可怜的线索，娜塔莎·沃丁一点一点地把碎裂的瓷片拼接在一起，她发现，这个家族的过往是一个巨大的谜，是一则关于东欧苦难的历史寓言，","2021","2025-04-21 02:04:47","2025-04-21 02:04:47","","","","","","","","","","","","","新星出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1261042102","","","","","","","","祁沁雯","","","","","","","","","","","","","","","","","Di yi ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFNB9ZXA","book","2022","Sun, Yi sheng","Bi jian liao kuo zhi di","","978-7-5133-4866-9","","","","","2022","2025-04-21 02:04:48","2025-04-21 02:04:48","","","","","","","","","Xin jing dian wen ku","1524","","","Xin xing chu ban she","Beijing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXGJ3VCC","book","2022","Wang, Shuo","Qi chu: Ji nian","","978-7-5133-4943-7","","","","","2022","2025-04-21 02:04:49","2025-04-21 02:04:49","","","","","","","","Qi chu","Xin jing dian wen ku","2000","","","Xin xing chu ban she","Bei jing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUR5QJ75","book","2022","王大可著; 王大可, author","它们的性 = Love and sex in the animal kingdom","","978-7-5133-4959-8","","","","","2022","2025-04-21 02:05:01","2025-04-21 02:05:01","","","","","","","","","","","","","新星出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1346832089","","","","","","","","","","","","","","","","","","","","","","","","","Di yi ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
